seed,split_id,partition,day,source_file,attack_type,binary_class,rows
104729,c82cc14c87b0f0d177357209e34b785d641c31dd1fbbe35c060b7b7172893766,train,day2,day2/03-11/UDP.csv,UDP,DDoS,5889
104729,c82cc14c87b0f0d177357209e34b785d641c31dd1fbbe35c060b7b7172893766,train,day2,day2/03-11/UDPLag.csv,BENIGN,BENIGN,4016
104729,c82cc14c87b0f0d177357209e34b785d641c31dd1fbbe35c060b7b7172893766,train,day2,day2/03-11/UDPLag.csv,Syn,DDoS,891
104729,c82cc14c87b0f0d177357209e34b785d641c31dd1fbbe35c060b7b7172893766,train,day2,day2/03-11/UDPLag.csv,UDP,DDoS,179
104729,c82cc14c87b0f0d177357209e34b785d641c31dd1fbbe35c060b7b7172893766,train,day2,day2/03-11/UDPLag.csv,UDPLag,DDoS,3
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day1,day1/01-12/DrDoS_NTP.csv,BENIGN,BENIGN,14271
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day1,day1/01-12/DrDoS_NTP.csv,DrDoS_NTP,DDoS,1914
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/MSSQL.csv,BENIGN,BENIGN,2771
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/MSSQL.csv,LDAP,DDoS,16
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/MSSQL.csv,MSSQL,DDoS,8902
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/NetBIOS.csv,BENIGN,BENIGN,1299
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/NetBIOS.csv,NetBIOS,DDoS,5321
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/UDP.csv,BENIGN,BENIGN,3083
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/UDP.csv,MSSQL,DDoS,38
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,test,day2,day2/03-11/UDP.csv,UDP,DDoS,5889
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_DNS.csv,BENIGN,BENIGN,3354
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_DNS.csv,DrDoS_DNS,DDoS,7858
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_LDAP.csv,BENIGN,BENIGN,1592
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_LDAP.csv,DrDoS_LDAP,DDoS,3428
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_MSSQL.csv,BENIGN,BENIGN,1986
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_MSSQL.csv,DrDoS_MSSQL,DDoS,7037
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_NetBIOS.csv,BENIGN,BENIGN,1687
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_NetBIOS.csv,DrDoS_NetBIOS,DDoS,6345
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_SNMP.csv,BENIGN,BENIGN,1493
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_SNMP.csv,DrDoS_SNMP,DDoS,8243
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_SSDP.csv,BENIGN,BENIGN,755
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_SSDP.csv,DrDoS_SSDP,DDoS,4112
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_UDP.csv,BENIGN,BENIGN,2127
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/DrDoS_UDP.csv,DrDoS_UDP,DDoS,4953
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/Syn.csv,BENIGN,BENIGN,381
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/Syn.csv,Syn,DDoS,2209
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/TFTP.csv,BENIGN,BENIGN,25095
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/TFTP.csv,TFTP,DDoS,31241
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/UDPLag.csv,BENIGN,BENIGN,3684
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/UDPLag.csv,UDP-lag,DDoS,528
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day1,day1/01-12/UDPLag.csv,WebDDoS,DDoS,1
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/LDAP.csv,BENIGN,BENIGN,5053
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/LDAP.csv,LDAP,DDoS,2981
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/LDAP.csv,NetBIOS,DDoS,307
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/Portmap.csv,BENIGN,BENIGN,4697
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/Portmap.csv,Portmap,DDoS,284
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/Syn.csv,BENIGN,BENIGN,31037
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/Syn.csv,Syn,DDoS,5701
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/UDPLag.csv,BENIGN,BENIGN,4016
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/UDPLag.csv,Syn,DDoS,891
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/UDPLag.csv,UDP,DDoS,179
130363,433b195a3d674eca179e45de3a3102ccca9d69734cefc32509f4c43f543d5bcc,train,day2,day2/03-11/UDPLag.csv,UDPLag,DDoS,3
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_DNS.csv,BENIGN,BENIGN,3354
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_DNS.csv,DrDoS_DNS,DDoS,7858
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_MSSQL.csv,BENIGN,BENIGN,1986
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_MSSQL.csv,DrDoS_MSSQL,DDoS,7037
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_NTP.csv,BENIGN,BENIGN,14271
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_NTP.csv,DrDoS_NTP,DDoS,1914
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_UDP.csv,BENIGN,BENIGN,2127
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,test,day1,day1/01-12/DrDoS_UDP.csv,DrDoS_UDP,DDoS,4953
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_LDAP.csv,BENIGN,BENIGN,1592
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_LDAP.csv,DrDoS_LDAP,DDoS,3428
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_NetBIOS.csv,BENIGN,BENIGN,1687
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_NetBIOS.csv,DrDoS_NetBIOS,DDoS,6345
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_SNMP.csv,BENIGN,BENIGN,1493
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_SNMP.csv,DrDoS_SNMP,DDoS,8243
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_SSDP.csv,BENIGN,BENIGN,755
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/DrDoS_SSDP.csv,DrDoS_SSDP,DDoS,4112
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/Syn.csv,BENIGN,BENIGN,381
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/Syn.csv,Syn,DDoS,2209
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/TFTP.csv,BENIGN,BENIGN,25095
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/TFTP.csv,TFTP,DDoS,31241
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/UDPLag.csv,BENIGN,BENIGN,3684
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/UDPLag.csv,UDP-lag,DDoS,528
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day1,day1/01-12/UDPLag.csv,WebDDoS,DDoS,1
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/LDAP.csv,BENIGN,BENIGN,5053
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/LDAP.csv,LDAP,DDoS,2981
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/LDAP.csv,NetBIOS,DDoS,307
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/MSSQL.csv,BENIGN,BENIGN,2771
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/MSSQL.csv,LDAP,DDoS,16
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/MSSQL.csv,MSSQL,DDoS,8902
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/NetBIOS.csv,BENIGN,BENIGN,1299
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/NetBIOS.csv,NetBIOS,DDoS,5321
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/Portmap.csv,BENIGN,BENIGN,4697
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/Portmap.csv,Portmap,DDoS,284
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/Syn.csv,BENIGN,BENIGN,31037
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/Syn.csv,Syn,DDoS,5701
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDP.csv,BENIGN,BENIGN,3083
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDP.csv,MSSQL,DDoS,38
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDP.csv,UDP,DDoS,5889
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDPLag.csv,BENIGN,BENIGN,4016
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDPLag.csv,Syn,DDoS,891
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDPLag.csv,UDP,DDoS,179
155921,a4cbf95d5d82ed58b1c691d81033037a333e0ae0a4142f7eb901f018ad733415,train,day2,day2/03-11/UDPLag.csv,UDPLag,DDoS,3
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_DNS.csv,BENIGN,BENIGN,3354
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_DNS.csv,DrDoS_DNS,DDoS,7858
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_MSSQL.csv,BENIGN,BENIGN,1986
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_MSSQL.csv,DrDoS_MSSQL,DDoS,7037
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_NTP.csv,BENIGN,BENIGN,14271
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_NTP.csv,DrDoS_NTP,DDoS,1914
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_UDP.csv,BENIGN,BENIGN,2127
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,test,day1,day1/01-12/DrDoS_UDP.csv,DrDoS_UDP,DDoS,4953
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_LDAP.csv,BENIGN,BENIGN,1592
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_LDAP.csv,DrDoS_LDAP,DDoS,3428
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_NetBIOS.csv,BENIGN,BENIGN,1687
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_NetBIOS.csv,DrDoS_NetBIOS,DDoS,6345
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_SNMP.csv,BENIGN,BENIGN,1493
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_SNMP.csv,DrDoS_SNMP,DDoS,8243
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_SSDP.csv,BENIGN,BENIGN,755
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/DrDoS_SSDP.csv,DrDoS_SSDP,DDoS,4112
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/Syn.csv,BENIGN,BENIGN,381
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/Syn.csv,Syn,DDoS,2209
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/TFTP.csv,BENIGN,BENIGN,25095
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/TFTP.csv,TFTP,DDoS,31241
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/UDPLag.csv,BENIGN,BENIGN,3684
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/UDPLag.csv,UDP-lag,DDoS,528
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day1,day1/01-12/UDPLag.csv,WebDDoS,DDoS,1
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/LDAP.csv,BENIGN,BENIGN,5053
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/LDAP.csv,LDAP,DDoS,2981
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/LDAP.csv,NetBIOS,DDoS,307
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/MSSQL.csv,BENIGN,BENIGN,2771
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/MSSQL.csv,LDAP,DDoS,16
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/MSSQL.csv,MSSQL,DDoS,8902
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/NetBIOS.csv,BENIGN,BENIGN,1299
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/NetBIOS.csv,NetBIOS,DDoS,5321
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/Portmap.csv,BENIGN,BENIGN,4697
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/Portmap.csv,Portmap,DDoS,284
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/Syn.csv,BENIGN,BENIGN,31037
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/Syn.csv,Syn,DDoS,5701
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDP.csv,BENIGN,BENIGN,3083
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDP.csv,MSSQL,DDoS,38
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDP.csv,UDP,DDoS,5889
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDPLag.csv,BENIGN,BENIGN,4016
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDPLag.csv,Syn,DDoS,891
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDPLag.csv,UDP,DDoS,179
181081,8be644c629c84c854f0f3b280fe8516fb5fa550cc3bf18892a1a93adec467014,train,day2,day2/03-11/UDPLag.csv,UDPLag,DDoS,3
206369,d6fd1628a122ed0948f031c099fa215c69cf480d9c8decb644d3f17bcad0ee15,test,day1,day1/01-12/DrDoS_DNS.csv,BENIGN,BENIGN,3354
206369,d6fd1628a122ed0948f031c099fa215c69cf480d9c8decb644d3f17bcad0ee15,test,day1,day1/01-12/DrDoS_DNS.csv,DrDoS_DNS,DDoS,7858
