"relative_path","artifact_class","model_family","feature_set","training_seed","filename","size_bytes","sha256","required_preprocessing","required_feature_order","expected_software_versions","loading_command","smoke_test_result","redistribution_status"
"feature4/mlp-seed206369.joblib","required for inference","mlp","4","206369","mlp-seed206369.joblib","37595","e2a074cc5e38d52d95619a96ab5392dc08357b64d6c46e868dce964f3382ec81","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed206369.metadata.json","required for reproducibility verification","mlp","4","206369","mlp-seed206369.metadata.json","2548","b953f23d1389da79b8cbe710b0fc8f5de6ef9778ed0a38dfb5f88d3d96d7a269","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed231701.joblib","required for inference","mlp","4","231701","mlp-seed231701.joblib","37595","ff7a1431b6f06afb07bacf0271aaf079484181a5873d06b4f4147edd054f0c49","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed231701.metadata.json","required for reproducibility verification","mlp","4","231701","mlp-seed231701.metadata.json","2548","fcb4872d6a2bda39a5f67ab088b1f95462c283f2aa2402c4ee2fd6a0afec21f2","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed257053.joblib","required for inference","mlp","4","257053","mlp-seed257053.joblib","37595","c6f3a91605d039960747dfd914217218aa45dae732f52b89b33147a483acdcf0","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed257053.metadata.json","required for reproducibility verification","mlp","4","257053","mlp-seed257053.metadata.json","2548","fb450bb6a77ce671e5f2c84aa584db8b62f6fb59aaae47454bc6ae8db73a246b","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed282427.joblib","required for inference","mlp","4","282427","mlp-seed282427.joblib","37595","259019742316c0a50a851deb0730c6fb1f2b4edd01a60f5c30a7744b4aad5229","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed282427.metadata.json","required for reproducibility verification","mlp","4","282427","mlp-seed282427.metadata.json","2548","617b3d2980dc02a50c7465c4661def925ae6682cd532f5b753878c4551174c65","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed307759.joblib","required for inference","mlp","4","307759","mlp-seed307759.joblib","37595","d5ec41262268a9f26f4d52aecd050809a33e1f72b2e0822dc2a95f8176803789","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed307759.metadata.json","required for reproducibility verification","mlp","4","307759","mlp-seed307759.metadata.json","2548","3ea6bdbfaf865331e435a892c0f8c9c32cee28483d5f09229fb04682fab4c6b1","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed333019.joblib","required for inference","mlp","4","333019","mlp-seed333019.joblib","37595","e13dde1cc6f0e900c2e7d52e42c2fa86fa6080cbc3684c1e37ae1c186f084eb9","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","register __main__.keras_mlp then joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/mlp-seed333019.metadata.json","required for reproducibility verification","mlp","4","333019","mlp-seed333019.metadata.json","2548","995501791ea4644ecb6e0684893b2ae1b16f37ae54691bcc9891ebb7f4613d0d","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed104729.joblib","required for inference","rf","4","104729","rf-seed104729.joblib","7025855","6a2b56b425677e223b4ab8b23923558facef3cc1ba34931d774a225a2bd3ffab","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed104729.metadata.json","required for reproducibility verification","rf","4","104729","rf-seed104729.metadata.json","1841","5512487286f69fca169fd13c83e22f4594933e230398a3acf69ca3ab76ecac71","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed130363.joblib","required for inference","rf","4","130363","rf-seed130363.joblib","7227135","49e0c10fd324f7a6b40559da3e71d7496f9e051f40b95b04527a9a0669dec0e7","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed130363.metadata.json","required for reproducibility verification","rf","4","130363","rf-seed130363.metadata.json","1841","4e76968fc2b30f9fa8aa51ff480965cb9b7c03557abb39a4f43c34771afd696c","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed155921.joblib","required for inference","rf","4","155921","rf-seed155921.joblib","7117855","6e27d7bee0915f57bf9d53f75ee0caaf247c55482c1d60c65c83c56be0ced152","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed155921.metadata.json","required for reproducibility verification","rf","4","155921","rf-seed155921.metadata.json","1841","fa3538a63aa2619cef0a63dcb45922e5782de93a173257f7412509d9451cd0c2","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed181081.joblib","required for inference","rf","4","181081","rf-seed181081.joblib","7015455","31c3e863ff2168c21d1bec74096b0d6808f9545e40df39e49a3190caeb3c0b68","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed181081.metadata.json","required for reproducibility verification","rf","4","181081","rf-seed181081.metadata.json","1841","e54661a5ec9622089342fb108d09fdc433e7ca8f3d29dee4eff14651096d73df","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed206369.joblib","required for inference","rf","4","206369","rf-seed206369.joblib","7120575","faed6b1339004eb8c099c7518a12db575f9fd5d7a34d6410c1b294973a127395","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed206369.metadata.json","required for reproducibility verification","rf","4","206369","rf-seed206369.metadata.json","1841","4cb7a57a109302d52d080e00eb3c3f640b0892916a825da9003229c1ba2a21de","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed231701.joblib","required for inference","rf","4","231701","rf-seed231701.joblib","7008575","71924ca3546936ecb90c6e9cdf1e75d34c5bb5ab971e4a940a8dd5728d1cb91d","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed231701.metadata.json","required for reproducibility verification","rf","4","231701","rf-seed231701.metadata.json","1841","7e35d5f46ddfc69dd68b94967a7db67b974e44045f259b6e8251594759fd1ec5","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed257053.joblib","required for inference","rf","4","257053","rf-seed257053.joblib","7048735","aedd0af977dc63b2ceda06153e8449faa92e4547947858c2fcbaad9bb8837003","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed257053.metadata.json","required for reproducibility verification","rf","4","257053","rf-seed257053.metadata.json","1841","36bd7c73f7b2f8b4b633697d24545ac472797a45ef868fa2543feb99bdc86cfb","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed282427.joblib","required for inference","rf","4","282427","rf-seed282427.joblib","7041215","ae6f07846348b99c19b8fcdf44af8634d6434f54d91a7e2b0b51fd8049d270b6","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed282427.metadata.json","required for reproducibility verification","rf","4","282427","rf-seed282427.metadata.json","1841","4a462ff765f66595626dfea6bfdab831a42b58faa16fa04f8e8069e022ae3678","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed307759.joblib","required for inference","rf","4","307759","rf-seed307759.joblib","7221375","00801afd5dfce4affff551304dcf3fb0c56ff952f87f4b13fdb84fdfdfd6157c","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed307759.metadata.json","required for reproducibility verification","rf","4","307759","rf-seed307759.metadata.json","1841","110173053303b46b43ae301741f0e3b93eae7a1fa1fb09f7866ca205b4800083","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed333019.joblib","required for inference","rf","4","333019","rf-seed333019.joblib","7195775","79373fc22fd3c0ddf1eea3ef4371c0a190bd6b9e18569b16cc4e1d76cae3a695","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/rf-seed333019.metadata.json","required for reproducibility verification","rf","4","333019","rf-seed333019.metadata.json","1841","9b9e74c1f28a01a23f2444deb28ae8b4762eb7c5861475a21601db648ef85553","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed104729.csv","required for reproducibility verification","aggregate","4","104729","split_ids_seed104729.csv","17080724","5ecf559ef32f28b26aff0311ff4e287b4afaa1d1d1ea54dd99d2fee70f663c8c","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed130363.csv","required for reproducibility verification","aggregate","4","130363","split_ids_seed130363.csv","17080720","30400dc78898a2a84f97f266af26225d6c89395b4b2a8da6f4637a0d9b3970a9","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed155921.csv","required for reproducibility verification","aggregate","4","155921","split_ids_seed155921.csv","17080724","5430ecc71871804c9bff3558cbe1c10af279f437ae9ff7f9d0d650762da0e636","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed181081.csv","required for reproducibility verification","aggregate","4","181081","split_ids_seed181081.csv","17080724","512dc78eb19fc98d83fb366e8cd3e5f12db1bbf8b246f5556d149d6c85735ab6","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed206369.csv","required for reproducibility verification","aggregate","4","206369","split_ids_seed206369.csv","17080724","aba53a32cab7c5093bcb6b3cbee597457c46da901192fc93abe8f929ce9105da","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed231701.csv","required for reproducibility verification","aggregate","4","231701","split_ids_seed231701.csv","17080724","9b8851f1704f2817790d7dfae8057c302f3b79e6ce4a89b11d4494281eaa43fc","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed257053.csv","required for reproducibility verification","aggregate","4","257053","split_ids_seed257053.csv","17080724","a2d3e6e69a3a074720b41bf05d527a52d024382e1e2742e2033e6da8731c543e","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed282427.csv","required for reproducibility verification","aggregate","4","282427","split_ids_seed282427.csv","17080724","247e8352ad579657bb43bbbe5d62ad9584bcef654f562d8322f76b55cb1decd4","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed307759.csv","required for reproducibility verification","aggregate","4","307759","split_ids_seed307759.csv","17080720","45c4147f9b08e06b0c8b4a9579ae0b1d735e8731ac2715fa83a8e09d27ee7d50","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/split_ids_seed333019.csv","required for reproducibility verification","aggregate","4","333019","split_ids_seed333019.csv","17080260","50963742f0c89d68035dc5d42d0c576b93d0fb8bb54925a04a801eb1ed7e740e","not applicable","see evidence/model_metadata","Python 3.10.5; see evidence/environment/environment_versions.json","pandas.read_csv(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed104729.joblib","required for inference","xgboost","4","104729","xgboost-seed104729.joblib","417780","e980fa87dd62821ecb6c9ebe9532f5c59c54ad48001e2529b1d2775b0b55a1ab","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed104729.metadata.json","required for reproducibility verification","xgboost","4","104729","xgboost-seed104729.metadata.json","3889","d6b32b55c53f7ea34213b6d8300ef4509c8e8b62a3a65deffd2ffd4bcd218ebb","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed130363.joblib","required for inference","xgboost","4","130363","xgboost-seed130363.joblib","414992","5c8ed5bc44e92a98fe07d6b8d16b1ab61af0b29da6ed1c52fa7799e87b9b4d3f","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed130363.metadata.json","required for reproducibility verification","xgboost","4","130363","xgboost-seed130363.metadata.json","3889","3694863dab77c68b322cced6ff3e4bba4af6745cd27f7e9505ee40b5d32b2420","documented in file","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","json.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
"feature4/xgboost-seed155921.joblib","required for inference","xgboost","4","155921","xgboost-seed155921.joblib","417780","885606c63c7dcf0d542a1b332ccb5f21f0bf2ab97f92ff73b748078e60920af8","StandardScaler embedded in saved Pipeline","Total Fwd Packets | Total Backward Packets | Flow Bytes/s | Flow Packets/s","Python 3.10.5; see evidence/environment/environment_versions.json","joblib.load(path)","outside release load-test scope; payload not redistributed","excluded; redistribution not approved by this release"
